BALANCE,BALANCE_FREQUENCY,CASH_ADVANCE,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,CREDIT_LIMIT,CUST_ID,Fylld_Minimum_Payments,Index (kluster),Index,INSTALLMENTS_PURCHASES,MINIMUM_PAYMENTS,ONEOFF_PURCHASES,PAYMENTS,ONEOFF_PURCHASES_FREQUENCY,PRC_FULL_PAYMENT,PURCHASES_INSTALLMENTS_FREQUENCY,PURCHASES_FREQUENCY,PURCHASES,PURCHASES_TRX,TENURE
1009.062757,1,0,0,0,7500,C12009,245.887258,Kluster1,1947,436.8,245.887258,265.6,1184.723606,0.25,0,1,1,702.4,28,12
8.286935,0.727273,0,0,0,3000,C12010,82.820029,Kluster1,1948,125,82.820029,0,125.140043,0,0.2,0.75,0.833333,125,10,12
151.006318,1,0,0,0,1800,C12011,156.994712,Kluster1,1949,1043.28,156.994712,412.69,1380.904206,0.333333,0.363636,0.833333,0.916667,1455.97,39,12
2062.665478,1,1257.241177,0.333333,12,4000,C12012,1100.812257,Kluster1,1950,446.27,1100.812257,71.9,1049.378278,0.166667,0,1,1,518.17,35,12
3666.676179,1,2461.891684,0.583333,19,4000,C12013,1362.230185,Kluster2,1951,0,1362.230185,0,674.881553,0,0,0,0,0,0,12
1764.908055,0.727273,1552.832951,0.25,6,,C12014,654.751791,Kluster1,1952,0,654.751791,0,5126.650633,0,0.125,0,0,0,0,12
2919.796228,1,0,0,0,7500,C12015,764.627545,Kluster1,1953,99,764.627545,118.9,832.687649,0.083333,0,1,1,217.9,25,12
1925.094714,1,0,0,0,7500,C12016,492.87619,Kluster1,1954,1580.27,492.87619,3609.24,5851.06442,1,0,0.833333,1,5189.51,102,12
5291.221238,1,1153.665768,0.25,3,15000,C12017,1495.799354,Kluster2,1955,125.06,1495.799354,1965.41,1718.461993,0.5,0,0.416667,0.5,2090.47,21,12
107.13002,1,182.66132,0.333333,6,200,C12018,198.933162,Kluster1,1956,0,198.933162,15.4,255.103798,0.083333,0,0,0.083333,15.4,1,12
124.285688,1,0,0,0,1000,C12019,134.119873,Kluster1,1957,553.69,134.119873,108.71,367.258695,0.222222,0.428571,0.888889,1,662.4,23,9
6727.539699,1,6498.711722,0.416667,12,8500,C12020,1834.59712,Kluster2,1958,94.32,1834.59712,617.4,1303.904127,0.916667,0,1,1,711.72,23,12
3007.470055,1,0,0,0,3000,C12021,1691.887852,Kluster1,1959,102.48,1691.887852,0,561.592591,0,0,0.583333,0.583333,102.48,28,12
5715.854635,1,0,0,0,8500,C12022,1313.883915,Kluster2,1960,617.8,1313.883915,1556.19,1828.965006,0.583333,0,0.5,0.666667,2173.99,33,12
274.038592,1,0,0,0,1700,C12023,179.244755,Kluster1,1961,228.19,179.244755,58,911.371697,0.083333,0,0.416667,0.416667,286.19,7,12
3476.603507,1,0,0,0,12500,C12024,722.986478,Kluster2,1962,2430,722.986478,7253.28,6084.947427,0.5,0,0.25,0.75,9683.28,15,12
1075.825135,1,1859.42106,0.666667,23,9000,C12025,385.237167,Kluster1,1963,0,385.237167,32,2266.903508,0.083333,0,0,0.083333,32,1,12
760.925748,1,3180.893742,0.222222,4,5000,C12026,288.48652,Kluster1,1964,360,288.48652,0,2312.470872,0,0,0.888889,1,360,9,9
51.427334,1,0,0,0,7000,C12027,164.607409,Kluster1,1965,0,164.607409,486.01,544.044265,0.833333,0,0,0.833333,486.01,13,12
1093.946163,1,18.482296,0.083333,1,1200,C12028,283.18296,Kluster1,1966,0,283.18296,0,276.73092,0,0,0,0,0,0,12
1630.620638,1,381.541722,0.166667,2,2100,C12029,459.782873,Kluster1,1967,0,459.782873,0,1117.714796,0,0,0,0,0,0,12
78.090426,1,0,0,0,1500,C12030,157.90404,Kluster1,1968,243.48,157.90404,0,152.754759,0,0.083333,1,1,243.48,12,12
3196.409012,1,0,0,0,6000,C12031,1268.590924,Kluster1,1969,2083.25,1268.590924,0,641.03397,0,0,0.666667,0.75,2083.25,22,12
447.648987,0.363636,2429.819782,0.25,3,2500,C12032,737.68264,Kluster1,1970,0,737.68264,17.8,9858.055448,0.083333,0.5,0,0.083333,17.8,1,12
34.356451,0.545455,0,0,0,7500,C12033,85.843124,Kluster1,1971,266.25,85.843124,0,338.565785,0,0.5,0.454545,0.454545,266.25,5,11
1497.145968,0.875,4444.646515,0.375,8,2500,C12034,487.912459,Kluster1,1972,0,487.912459,0,2986.36061,0,0.166667,0,0,0,0,8
2156.616367,1,90.775238,0.083333,1,2000,C12035,2095.016662,Kluster1,1973,1695,2095.016662,0,2194.901135,0,0,0.25,0.333333,1695,10,12
2023.72438,1,0,0,0,6500,C12036,537.415298,Kluster1,1974,849.87,537.415298,253.99,667.73252,0.25,0,1,1,1103.86,34,12
1454.551875,0.545455,3853.339512,0.25,10,4000,C12037,693.582286,Kluster1,1975,0,693.582286,0,555.202392,0,0,0,0,0,0,12
107.801738,1,0,0,0,9500,C12038,168.173968,Kluster1,1976,46.34,168.173968,876.3,912.762084,1,0.181818,0.083333,1,922.64,16,12
4333.59727,1,72.049232,0.083333,1,12500,C12039,1634.9904,Kluster2,1977,0,1634.9904,333.08,1113.279765,0.416667,0,0,0.416667,333.08,7,12
49.869884,1,0,0,0,9100,C12040,175.869439,Kluster1,1978,239.01,175.869439,124.51,383.100848,0.166667,0.181818,0.666667,0.833333,363.52,11,12
0.001289,0.181818,0,0,0,1500,C12041,0.019163,Kluster1,1979,96.12,0.019163,0,102.848649,0,0,0.833333,0.833333,96.12,10,12
360.774263,1,0,0,0,7500,C12042,186.937922,Kluster1,1980,649.5,186.937922,1788.3,2204.789548,1,0.083333,0.5,1,2437.8,30,12
2675.418129,1,315.402389,0.25,3,3000,C12043,1323.695647,Kluster1,1981,0,1323.695647,55,579.527874,0.083333,0,0,0.083333,55,1,12
2004.298844,1,0,0,0,3000,C12044,672.964531,Kluster1,1982,0,672.964531,1500,675.426241,0.083333,0,0,0.083333,1500,1,12
216.685655,0.545455,0,0,0,4500,C12045,69.378949,Kluster1,1983,451.4,69.378949,469.78,892.146005,0.166667,0,0.166667,0.25,921.18,9,12
7119.163663,1,8527.393281,0.5,10,12000,C12046,2618.798545,Kluster2,1984,432.56,2618.798545,937.65,19143.03225,1,0,0.416667,1,1370.21,18,12
2720.458647,1,707.984403,0.333333,5,10000,C12047,748.95592,Kluster1,1985,0,748.95592,0,1462.710828,0,0,0,0,0,0,12
113.122729,1,0,0,0,2500,C12048,179.8235,Kluster1,1986,987.23,179.8235,0,1081.54001,0,1,1,1,987.23,17,12
610.678403,0.909091,72.477223,0.083333,1,4000,C12049,173.296445,Kluster1,1987,422.72,173.296445,3301.53,6486.900601,0.833333,0.2,1,1,3724.25,39,12
2097.470969,1,1546.052817,0.083333,2,3500,C12050,558.162379,Kluster1,1988,0,558.162379,0,510.126277,0,0,0,0,0,0,12
8435.192572,1,8419.83327,0.25,15,9000,C12051,3284.528716,Kluster2,1989,0,3284.528716,0,10720.57047,0,0,0,0,0,0,12
1046.273731,1,0,0,0,1000,C12052,8289.636536,Kluster1,1990,375.24,8289.636536,45.65,616.193938,0.083333,0,1,1,420.89,13,12
1590.712709,1,0,0,0,1600,C12053,1017.533824,Kluster1,1991,0,1017.533824,674.57,830.768021,0.75,0,0,0.75,674.57,11,12
1513.075264,1,0,0,0,3000,C12054,310.712671,Kluster1,1992,3085.18,310.712671,12618.86,14399.70318,0.916667,0.916667,0.916667,1,15704.04,185,12
1683.116573,1,240.304769,0.166667,4,1800,C12055,556.407341,Kluster1,1993,0,556.407341,98,554.101761,0.083333,0,0,0.083333,98,1,12
2097.603234,1,0,0,0,2100,C12056,1252.200387,Kluster1,1994,0,1252.200387,963.21,622.542212,1,0,0,1,963.21,11,6
1060.422892,0.818182,765.748489,0.166667,5,3700,C12057,475.983876,Kluster1,1995,0,475.983876,161.5,2333.389981,0.166667,0.111111,0,0.166667,161.5,3,12
3.03124,0.272727,0,0,0,7500,C12058,56.690917,Kluster1,1996,0,56.690917,37.65,88.090034,0.083333,0,0,0.083333,37.65,1,12
163.950974,0.777778,268.071098,0.111111,1,1500,C12059,127.327376,Kluster1,1997,749.79,127.327376,264.42,938.36331,0.444444,0.6,0.666667,0.777778,1014.21,20,9
2926.920514,1,236.898897,0.166667,2,7100,C12060,1003.87006,Kluster1,1998,137.5,1003.87006,1686,792.597997,0.75,0,0.75,1,1823.5,23,12
1502.44469,1,152.14064,0.25,4,1600,C12061,740.836747,Kluster1,1999,0,740.836747,0,404.150829,0,0,0,0,0,0,12
74.825456,1,0,0,0,1500,C12062,138.420441,Kluster1,2000,244.5,138.420441,49,215.258602,0.083333,0.272727,0.583333,0.666667,293.5,11,12
398.341908,0.272727,3623.583341,0.083333,2,18000,C12063,166.965184,Kluster1,2001,0,166.965184,0,7705.86499,0,0,0,0,0,0,12
9355.739389,1,2286.927789,0.166667,4,10000,C12064,2531.968747,Kluster2,2002,0,2531.968747,0,2335.88734,0,0,0,0,0,0,12
1644.496393,1,156.097738,0.083333,1,1950,C12065,569.427263,Kluster1,2003,0,569.427263,0,542.414342,0,0,0,0,0,0,12
8084.624525,1,4713.978717,0.583333,14,11000,C12066,3385.385063,Kluster2,2004,0,3385.385063,0,1910.836769,0,0,0,0,0,0,12
1418.215497,1,0,0,0,11000,C12067,454.602396,Kluster1,2005,595.12,454.602396,408.83,2218.323066,0.166667,0,0.5,0.583333,1003.95,15,12
828.596569,1,0,0,0,1800,C12068,289.110551,Kluster1,2006,0,289.110551,1115,268.295902,0.083333,0,0,0.083333,1115,1,12
4232.350593,1,0,0,0,14000,C12069,1163.798856,Kluster2,2007,0,1163.798856,32.35,1262.608728,0.083333,0,0,0.083333,32.35,1,12
1184.588701,1,61.069589,0.083333,1,1200,C12070,747.131941,Kluster1,2008,704.4,747.131941,0,810.831681,0,0,0.916667,1,704.4,21,12
3168.902659,0.857143,3854.441191,0.285714,6,4200,C12071,935.43069,Kluster1,2009,0,935.43069,0,390.289118,0,0,0,0,0,0,7
497.726827,1,0,0,0,3000,C12072,382.086744,Kluster1,2010,581.5,382.086744,653,206.102367,0.333333,0,0.416667,0.583333,1234.5,14,12
868.734126,1,546.682275,0.166667,4,1000,C12073,375.38376,Kluster1,2011,89.36,375.38376,373.65,254.635576,0.25,0,0.25,0.416667,463.01,11,12
996.619846,0.727273,0,0,0,8500,C12074,238.591204,Kluster1,2012,61.8,238.591204,520,2088.919798,0.083333,0,0.166667,0.25,581.8,3,12
498.761608,1,0,0,0,4750,C12075,583.437092,Kluster1,2013,1040.15,583.437092,119,5978.807577,0.083333,0.083333,1,1,1159.15,28,12
2551.023341,1,0,0,0,4500,C12076,825.271126,Kluster1,2014,182,825.271126,303.6,478.461522,0.083333,0,0.25,0.333333,485.6,7,12
1899.219514,1,3618.304773,0.25,4,8000,C12077,452.041254,Kluster1,2015,0,452.041254,0,7823.096006,0,0,0,0,0,0,12
5919.198579,1,0,0,0,15000,C12078,1395.715133,Kluster2,2016,4642.34,1395.715133,4678.79,7303.897866,1,0,1,1,9321.13,171,12
1780.299975,1,727.608789,0.333333,5,10000,C12079,391.624583,Kluster1,2017,1104.79,391.624583,803.17,2766.13064,0.583333,0,1,1,1907.96,36,12
133.926073,0.272727,0,0,0,11000,C12080,151.26551,Kluster1,2018,0,151.26551,246.75,7103.026842,0.416667,0,0,0.416667,246.75,5,12
2567.090886,1,598.035427,0.333333,5,3900,C12081,632.994269,Kluster1,2019,1329.4,632.994269,546.14,772.320791,0.333333,0,1,1,1875.54,52,12
2522.043371,1,2504.271338,0.25,3,7000,C12082,607.30396,Kluster1,2020,0,607.30396,0,519.343097,0,0,0,0,0,0,12
7333.442833,1,9733.258025,1,38,10000,C12083,2529.594963,Kluster2,2021,320.8,2529.594963,0,2036.371171,0,0,0.75,0.833333,320.8,10,12
763.992973,1,0,0,0,1500,C12084,344.810116,Kluster1,2022,245,344.810116,0,1660.561025,0,0,0.583333,0.666667,245,10,12
1193.434312,1,0,0,0,3500,C12085,328.045032,Kluster1,2023,0,328.045032,689.4,328.171066,1,0,0,1,689.4,12,12
1204.102388,1,804.558218,0.083333,4,1000,C12086,3497.894585,Kluster1,2024,1613.16,3497.894585,45.65,3051.991292,0.083333,0.083333,1,1,1658.81,49,12
595.655746,1,0,0,0,8000,C12087,219.062841,Kluster1,2025,1669.81,219.062841,4892.43,6240.58958,1,1,1,1,6562.24,114,12
3006.594256,1,0,0,0,7500,C12088,645.403234,Kluster1,2026,4264.21,645.403234,5098.75,7079.1781,0.916667,0,1,1,9362.96,103,12
3.307286,0.181818,0,0,0,11000,C12089,1297.11,Kluster1,2027,0,1297.11,60,1042.001588,0.083333,0,0,0.083333,60,1,12
53.697916,1,0,0,0,7500,C12090,1297.11,Kluster1,2028,0,1297.11,114.49,0,0.083333,0,0,0.083333,114.49,1,12
2583.717108,1,1112.647386,0.25,5,4000,C12091,848.769861,Kluster1,2029,0,848.769861,1497.02,475.066734,0.75,0,0,0.75,1497.02,14,12
311.341555,0.909091,0,0,0,4000,C12092,156.580586,Kluster1,2030,0,156.580586,3721.39,4004.905569,0.5,0.714286,0,0.5,3721.39,26,12
556.43723,0.636364,0,0,0,7500,C12093,129.682608,Kluster1,2031,100.2,129.682608,303.1,1318.460544,0.416667,0,0.333333,0.666667,403.3,14,12
876.577775,1,0,0,0,2000,C12094,227.64056,Kluster1,2032,1029.94,227.64056,0,2221.896121,0,0,1,1,1029.94,18,12
1666.224023,1,1143.146657,0.083333,2,2300,C12095,462.38019,Kluster1,2033,720.48,462.38019,0,2473.619496,0,0.083333,0.75,0.833333,720.48,15,12
101.176482,1,0,0,0,16000,C12096,167.403184,Kluster1,2034,482.66,167.403184,325,699.466354,0.166667,0.583333,0.666667,0.916667,807.66,11,12
5408.754166,1,3064.470065,0.916667,20,7000,C12097,2767.052658,Kluster2,2035,227.88,2767.052658,979.36,3130.304246,0.166667,0,0.083333,0.166667,1207.24,18,12
1050.085007,1,468.62986,0.25,6,1500,C12098,242.578058,Kluster1,2036,0,242.578058,0,593.781355,0,0,0,0,0,0,12
3811.587156,1,848.032831,0.083333,1,4500,C12099,1496.831824,Kluster2,2037,0,1496.831824,0,1431.650735,0,0,0,0,0,0,12
1672.813954,1,113.720261,0.166667,2,1800,C12100,523.962466,Kluster1,2038,182.44,523.962466,117.39,559.708549,0.166667,0,0.916667,1,299.83,21,12
7105.801894,1,1648.096839,0.083333,8,7500,C12101,4486.832622,Kluster2,2039,0,4486.832622,0,1400.282454,0,0,0,0,0,0,12
2316.11093,0.625,4106.834043,0.25,13,4500,C12102,1309.847772,Kluster1,2040,0,1309.847772,86.1,447.991795,0.125,0,0,0.125,86.1,1,8
2377.742667,1,2056.332882,0.333333,6,5000,C12103,1105.554363,Kluster1,2041,1730.38,1105.554363,796.66,1461.368469,0.333333,0,1,1,2527.04,92,12
1178.90161,1,0,0,0,1200,C12104,410.225607,Kluster1,2042,150,410.225607,0,360.303696,0,0,0.333333,0.416667,150,5,12
1007.362008,1,0,0,0,1000,C12105,871.852779,Kluster1,2043,469.92,871.852779,0,716.423692,0,0,1,1,469.92,12,12
1035.853615,1,1147.361897,0.333333,16,1200,C12107,469.230578,Kluster1,2044,0,469.230578,69,1483.636625,0.083333,0,0,0.083333,69,1,12
1709.693956,1,5246.296449,0.25,6,2500,C12108,464.860442,Kluster1,2045,0,464.860442,2,4678.254753,0.083333,0.083333,0,0.083333,2,1,12
2744.473705,1,3082.913762,0.416667,7,6000,C12109,932.394545,Kluster1,2046,0,932.394545,529,914.280246,0.166667,0,0,0.166667,529,5,12
4784.708882,1,3503.547107,0.166667,6,5000,C12110,4513.48893,Kluster2,2047,3244.99,4513.48893,2604,9006.196318,0.583333,0.083333,1,1,5848.99,119,12
193.207812,1,0,0,0,2000,C12111,169.00964,Kluster1,2048,0,169.00964,1937.7,2100.802868,1,0.916667,0,1,1937.7,30,12
4612.935167,0.9,5391.599959,0.4,9,6000,C12112,1379.468717,Kluster2,2049,158.2,1379.468717,0,756.247099,0,0,0.2,0.3,158.2,3,10
1294.25883,1,92.841595,0.083333,1,1500,C12113,468.194223,Kluster1,2050,0,468.194223,0,308.886492,0,0,0,0,0,0,12
3462.47534,0.909091,200.125461,0.416667,5,4500,C12114,1535.930262,Kluster2,2051,0,1535.930262,0,5709.181577,0,0.1,0,0,0,0,12
7842.784061,1,0,0,0,11500,C12115,1780.353532,Kluster2,2052,2068.2,1780.353532,3862.79,12493.77894,0.916667,0,1,1,5930.99,168,12
8.258214,0.545455,0,0,0,300,C12116,93.717243,Kluster1,2053,92.46,93.717243,0,127.082375,0,0.75,0.416667,0.5,92.46,6,12
3474.972612,1,0,0,0,9500,C12117,867.128283,Kluster2,2054,31.18,867.128283,293,950.735955,0.166667,0,0.25,0.333333,324.18,6,12
2928.480007,1,0,0,0,8000,C12118,788.689176,Kluster1,2055,1725.99,788.689176,4021.77,4901.164291,0.583333,0,1,1,5747.76,81,12
3433.295973,1,0,0,0,11000,C12119,806.9871,Kluster2,2056,94.2,806.9871,4247.87,3903.861413,0.666667,0,0.166667,0.833333,4342.07,20,12
913.520763,0.363636,2768.870906,0.083333,2,3000,C12120,912.399567,Kluster1,2057,0,912.399567,0,384.809455,0,0,0,0,0,0,12
1262.645703,1,0,0,0,1800,C12121,271.464874,Kluster1,2058,72.9,271.464874,257,905.863527,0.166667,0,0.166667,0.333333,329.9,6,12
4196.43487,1,1804.826917,0.25,3,8000,C12122,1064.27255,Kluster2,2059,0,1064.27255,90.01,943.446254,0.166667,0,0,0.166667,90.01,3,12
1051.484848,1,0,0,0,1500,C12124,941.610478,Kluster1,2060,1089.92,941.610478,2715.52,3818.15076,0.416667,0,1,1,3805.44,24,12
44.525353,0.142857,292.924759,0.142857,1,1200,C12125,1297.11,Kluster1,2061,54.16,1297.11,500,0,0.142857,0,0.142857,0.142857,554.16,3,7
137.775633,1,1936.205406,0.166667,4,3000,C12127,69.124834,Kluster1,2062,0,69.124834,0,2489.260383,0,0.083333,0,0,0,0,12
2550.025268,0.857143,4946.958466,0.428571,8,10000,C12128,708.09871,Kluster1,2063,0,708.09871,0,266.472386,0,0,0,0,0,0,7
2828.765822,1,0,0,0,5500,C12129,1159.3109239999999,Kluster1,2064,0,1159.3109239999999,19.98,593.220384,0.083333,0,0,0.083333,19.98,2,12
1452.469721,1,0,0,0,1600,C12130,490.885882,Kluster1,2065,0,490.885882,205.89,501.655195,0.25,0,0,0.25,205.89,3,12
2796.379188,1,4765.916305,0.428571,4,9000,C12131,422.308422,Kluster1,2066,44.7,422.308422,0,7821.035049,0,0,0.142857,0.285714,44.7,2,7
1414.878106,1,0,0,0,1500,C12132,535.880979,Kluster1,2067,29.66,535.880979,68.42,523.235492,0.166667,0,0.083333,0.166667,98.08,3,12
137.636267,1,0,0,0,7000,C12133,190.253479,Kluster1,2068,1507.05,190.253479,60.2,1541.979811,0.083333,1,1,1,1567.25,232,12
482.799015,0.818182,0,0,0,6000,C12134,127.311184,Kluster1,2069,0,127.311184,4240.41,6360.427012,0.333333,1,0,0.333333,4240.41,4,12
291.510745,1,79.010038,0.083333,1,5000,C12135,178.065401,Kluster1,2070,623.91,178.065401,75,684.699102,0.083333,0,1,1,698.91,38,12
4955.580535,1,3481.529635,0.916667,26,6500,C12136,1572.30984,Kluster2,2071,0,1572.30984,0,1252.775151,0,0,0,0,0,0,12
876.366489,1,0,0,0,2500,C12137,350.182281,Kluster1,2072,252.01,350.182281,4285.11,2689.043472,0.75,0.333333,0.833333,1,4537.12,56,12
3250.621234,1,823.112588,0.416667,6,4000,C12138,1014.858941,Kluster1,2073,247.31,1014.858941,0,1016.490545,0,0,0.5,0.583333,247.31,7,12
8.048086,0.272727,0,0,0,1200,C12139,126.009475,Kluster1,2074,55.5,126.009475,0,318.843744,0,0,0.166667,0.166667,55.5,2,12
788.9737,1,2604.900847,0.166667,4,9500,C12140,366.740483,Kluster1,2075,425.32,366.740483,4149.47,5097.91073,0.583333,0.083333,0.833333,1,4574.79,46,12
1364.528932,0.818182,5567.596649,0.272727,12,3000,C12141,520.255336,Kluster1,2076,0,520.255336,0.01,4022.440372,0.090909,0.125,0,0.090909,0.01,1,11
25.35204,1,0,0,0,2500,C12142,170.557326,Kluster1,2077,355.16,170.557326,0,357.776573,0,0.75,0.916667,1,355.16,12,12
2986.422406,1,0,0,0,10000,C12143,910.850489,Kluster1,2078,467.24,910.850489,4664.84,11454.46623,1,0,0.583333,1,5132.08,66,12
1389.583627,1,0,0,0,4500,C12144,364.139587,Kluster1,2079,0,364.139587,712.87,801.18565,0.083333,0,0,0.083333,712.87,1,12
8636.950854,1,2590.575082,0.416667,8,10500,C12145,2959.401317,Kluster2,2080,929.09,2959.401317,43,2025.270282,0.083333,0,1,1,972.09,26,12
7698.663007,1,6076.961711,0.5,8,12000,C12146,2144.047631,Kluster2,2081,98.87,2144.047631,574.28,1907.16983,0.25,0,0.75,0.833333,673.15,14,12
1998.339616,1,0,0,0,6500,C12147,464.932133,Kluster1,2082,1068,464.932133,1170,1985.047114,0.583333,0,0.416667,0.75,2238,22,12
2048.573881,1,0,0,0,6000,C12148,685.226291,Kluster1,2083,1440.35,685.226291,1671.09,1648.50704,0.5,0,1,1,3111.44,50,12
463.512203,1,1166.982711,0.333333,5,7500,C12149,167.149574,Kluster1,2084,0,167.149574,0,932.601452,0,0,0,0,0,0,12
1109.911791,1,0,0,0,2500,C12150,431.443631,Kluster1,2085,720,431.443631,2430,2694.972436,0.083333,0.083333,1,1,3150,14,12
1073.42481,1,0,0,0,1200,C12151,320.830162,Kluster1,2086,57,320.830162,0,295.373115,0,0,0.166667,0.25,57,3,12
3386.490883,1,2008.153534,0.545455,9,10100,C12152,886.050237,Kluster2,2087,133.76,886.050237,427.22,1039.000037,0.727273,0,0.363636,1,560.98,20,11
1681.16287,0.454545,4044.377495,0.25,6,4500,C12153,1818.174017,Kluster1,2088,1138.85,1818.174017,0,3763.240294,0,0,0.333333,0.416667,1138.85,5,12
10599.4423,1,0,0,0,12500,C12154,2351.640064,Kluster2,2089,1102.81,2351.640064,2926.43,2343.311066,1,0,1,1,4029.24,102,12
840.50105,1,1820.493358,0.416667,5,6500,C12155,262.804339,Kluster1,2090,0,262.804339,0,805.79629,0,0,0,0,0,0,12
7506.908599,1,1609.506076,0.083333,3,12000,C12156,2302.03915,Kluster2,2091,0,2302.03915,465.36,1772.157134,0.25,0,0,0.25,465.36,4,12
231.983056,0.571429,1434.138511,0.142857,1,1500,C12157,85.271802,Kluster1,2092,0,85.271802,0,2456.797947,0,0.5,0,0,0,0,7
4811.886042,1,10629.80756,0.416667,14,6000,C12158,2045.063933,Kluster2,2093,905.6,2045.063933,4005.81,10079.38741,0.75,0.111111,0.25,0.75,4911.41,63,12
981.098292,1,0,0,0,1000,C12159,539.543528,Kluster1,2094,180,539.543528,0,330.620032,0,0,1,1,180,12,12
120.220573,1,0,0,0,12000,C12160,183.557875,Kluster1,2095,1117.65,183.557875,230.43,1196.209266,0.583333,0.75,1,1,1348.08,50,12
2598.580674,1,3621.840163,0.25,9,6000,C12161,955.03756,Kluster1,2096,2742.51,955.03756,2024.6,3774.693285,0.25,0,1,1,4767.11,95,12
164.377503,0.9,470.00055,0.3,3,9500,C12162,152.648955,Kluster1,2097,0,152.648955,0,684.398658,0,0.285714,0,0,0,0,10
634.521032,0.666667,1176.86169,0.333333,4,1200,C12163,199.745472,Kluster1,2098,0,199.745472,0,80.190719,0,0,0,0,0,0,6
1134.648238,1,0,0,0,1200,C12164,286.845297,Kluster1,2099,0,286.845297,143.12,289.967312,0.1,0,0,0.1,143.12,1,10
26.325409,0.636364,0,0,0,2000,C12165,184.739137,Kluster1,2100,266.71,184.739137,0,477.592124,0,0.571429,0.416667,0.416667,266.71,5,12
1756.078137,1,954.822692,0.166667,3,6000,C12166,673.452218,Kluster1,2101,0,673.452218,0,1083.406473,0,0,0,0,0,0,12
3214.530319,1,15081.6956,0.416667,16,11500,C12167,799.436291,Kluster1,2102,0,799.436291,0,20500.17323,0,0.25,0,0,0,0,12
41.936627,0.545455,0,0,0,13000,C12168,92.899006,Kluster1,2103,595.06,92.899006,122.86,628.811269,0.166667,0.4,0.416667,0.5,717.92,10,12
1346.309166,1,0,0,0,6000,C12169,275.434078,Kluster1,2104,84.37,275.434078,567.76,385.145146,0.416667,0,0.083333,0.5,652.13,10,12
329.388289,1,0,0,0,3000,C12170,216.289689,Kluster1,2105,0,216.289689,72.84,467.674193,0.083333,0,0,0.083333,72.84,1,12
2537.892884,1,354.346012,0.25,3,3000,C12171,622.651831,Kluster1,2106,0,622.651831,0,622.529592,0,0,0,0,0,0,12
3287.231954,1,3190.532048,0.25,3,8500,C12172,880.459505,Kluster1,2107,0,880.459505,0,1339.9697,0,0,0,0,0,0,12
84.067421,1,0,0,0,18500,C12173,181.197901,Kluster1,2108,586.34,181.197901,265.92,643.541055,1,0.916667,0.25,1,852.26,20,12
1721.232782,1,369.256964,0.666667,9,1800,C12174,659.746433,Kluster1,2109,0,659.746433,0,714.012374,0,0,0,0,0,0,12
231.995439,1,0,0,0,3000,C12175,173.610118,Kluster1,2110,649.7,173.610118,1660.51,1871.658725,1,0.727273,0.916667,1,2310.21,67,12
430.282584,1,0,0,0,3500,C12176,185.277576,Kluster1,2111,610.22,185.277576,278.63,1134.356357,0.166667,0.5,1,1,888.85,27,12
1956.295501,1,211.099323,0.333333,4,2100,C12177,808.539833,Kluster1,2112,0,808.539833,0,634.788341,0,0,0,0,0,0,12
916.200655,1,0,0,0,1200,C12178,253.774892,Kluster1,2113,418.8,253.774892,1408.82,1731.206869,0.5,0,0.666667,0.833333,1827.62,34,12
699.586726,1,0,0,0,6000,C12179,1559.810579,Kluster1,2114,0,1559.810579,796.11,807.665219,0.083333,0,0,0.083333,796.11,1,12
4478.312669,1,202.816167,0.166667,2,5000,C12180,1143.939064,Kluster2,2115,0,1143.939064,2461.9,1041.825559,0.166667,0,0,0.166667,2461.9,13,12
740.826233,1,0,0,0,7500,C12181,217.082846,Kluster1,2116,1753.08,217.082846,302.05,1631.166246,0.916667,0,1,1,2055.13,74,12
120.984184,1,0,0,0,6000,C12182,162.528519,Kluster1,2117,319.4,162.528519,802.77,1138.136359,1,0.636364,0.333333,1,1122.17,29,12
1477.102808,1,960.917825,0.111111,1,1800,C12183,418.236345,Kluster1,2118,0,418.236345,0,338.019603,0,0,0,0,0,0,9
1301.800738,1,1378.856373,0.083333,2,4500,C12184,280.243063,Kluster1,2119,0,280.243063,0,1009.40361,0,0,0,0,0,0,12
1222.164025,1,2397.676198,0.416667,10,3000,C12185,473.106541,Kluster1,2120,0,473.106541,0,385.290048,0,0,0,0,0,0,12
4059.059276,1,4328.32727,0.333333,4,6500,C12186,1005.215148,Kluster2,2121,0,1005.215148,0,1127.493221,0,0,0,0,0,0,12
1189.665497,0.909091,1454.884966,0.083333,3,1500,C12187,364.18588,Kluster1,2122,0,364.18588,0,1656.765938,0,0,0,0,0,0,12
1220.359151,1,0,0,0,3000,C12188,411.544387,Kluster1,2123,568.3,411.544387,0,902.082618,0,0,0.75,0.833333,568.3,10,12
1167.863521,1,187.817003,0.416667,5,1200,C12189,284.605261,Kluster1,2124,0,284.605261,94.7,350.850434,0.166667,0,0,0.166667,94.7,2,12
2508.405988,1,0,0,0,2600,C12190,1209.124265,Kluster1,2125,365.15,1209.124265,509.9,1261.11301,0.5,0,1,1,875.05,29,12
208.362536,1,0,0,0,10000,C12191,178.930636,Kluster1,2126,2014.77,178.930636,238,2018.393951,0.333333,0.833333,1,1,2252.77,30,12
33.528505,0.818182,0,0,0,3000,C12192,157.374987,Kluster1,2127,284,157.374987,193.5,591.867645,0.166667,0.625,0.333333,0.583333,477.5,17,12
